Team Name,Year,Wins,Losses,Home Wins,Home Losses,Road Wins,Road Losses,Margin <= 3 Victories,Margin <= Losses,Margin >= 10 Victories,Margin >= Losses,PPG,Off Rating,Def Rating,Pace,FG%,FG3%,FT%,Off RBG,Def RBG,Assists / Game,Steals / Game,Blocks / Game,Turnovers / Game,Fouls / Game,Reached Finals,Finals Win
Charlotte Bobcats,2006,26,56,17,24,9,32,5,7,10,26,96.9,102.5,106.7,93.4,0.433,0.339,0.729,12.1,27.7,20.9,10,4.3,14.2,23.9,0,0
Sacramento Kings,1993,25,57,16,25,9,32,4,8,12,26,107.9,106.5,109.6,100.8,0.463,0.332,0.762,13.9,27.8,25.3,9.4,4.2,16.6,25.4,0,0
Boston Celtics,2014,25,57,16,25,9,32,5,9,9,23,96.2,102.9,107.7,93.3,0.435,0.333,0.777,12,30.5,21,7.1,4.2,15.4,21.3,0,0
Utah Jazz,2014,25,57,16,25,9,32,5,4,9,39,95,103.5,111.3,91.4,0.444,0.344,0.747,11,30.2,20.3,7,4.5,14.6,20.7,0,0
Miami Heat,2003,25,57,16,25,9,32,4,6,12,27,85.6,96.7,102.4,87.8,0.412,0.316,0.765,11.6,30,18.3,7.2,4,14.2,22.6,0,0
Golden State Warriors,1980,24,58,15,26,9,32,2,14,13,22,103.6,102,106.3,100.5,0.482,0.223,0.738,14.1,29.7,24.7,9.5,4.1,18.2,25.4,0,0
Phoenix Suns,2017,24,58,15,26,9,32,9,5,7,32,107.7,106.6,112.2,100.3,0.45,0.332,0.776,11.9,33.1,19.6,8.2,4.9,15.4,24.8,0,0
Dallas Mavericks,2018,24,58,15,26,9,32,2,9,11,20,102.3,106.3,109.5,95.6,0.444,0.36,0.763,8.1,33.1,22.7,7,3.8,12.3,19.2,0,0
Toronto Raptors,2003,24,58,15,26,9,32,7,7,6,30,90.9,100.5,107,89.9,0.427,0.343,0.718,12.5,28.7,19.3,7.4,4.8,14.4,21.5,0,0
Phoenix Suns,2016,23,59,14,27,9,32,4,5,10,32,100.9,102.2,109,98.5,0.435,0.348,0.751,11.5,33.3,20.7,7.7,3.8,17.2,22.7,0,0
Chicago Bulls,2004,23,59,14,27,9,32,2,5,8,32,89.7,96.6,103.4,92.2,0.414,0.342,0.725,12.8,30.7,21.9,8,4.8,16.1,23.3,0,0
Toronto Raptors,1999,23,27,14,11,9,16,5,4,12,16,91.1,102,103.9,88.8,0.421,0.341,0.76,14.2,28.9,20.7,8.8,6.4,16,22.8,0,0
Los Angeles Lakers,2015,21,61,12,29,9,32,6,6,5,30,98.5,103.4,110.6,94,0.435,0.344,0.741,11.6,32.3,20.9,7,4.5,13.2,21.2,0,0
Denver Nuggets,1997,21,61,12,29,9,32,8,12,8,27,97.8,104.5,111.2,92.4,0.439,0.372,0.761,12.1,29.9,23,6.1,5.9,16.6,21.8,0,0
Milwaukee Bucks,1994,20,62,11,30,9,32,8,7,5,28,96.9,102.5,109.3,94.5,0.447,0.325,0.702,13.7,26.3,23.7,9.8,5,16.4,22.2,0,0
Washington Wizards,2012,20,46,11,22,9,24,6,5,11,26,93.6,101,106.2,92.5,0.441,0.32,0.727,11.7,29.9,19.1,8,6.3,15.3,21.3,0,0
Philadelphia 76ers,2014,19,63,10,31,9,32,6,3,4,46,99.5,99.4,109.9,99.2,0.435,0.312,0.71,11.6,31.2,21.8,9.3,4,16.9,22.5,0,0
Boston Celtics,1999,19,31,10,15,9,16,3,6,10,18,93,100.4,102.4,91.5,0.436,0.36,0.692,13.6,29.2,21.5,9.1,5.1,16.1,23.9,0,0
Denver Nuggets,1993,36,46,28,13,8,33,5,6,23,23,105.2,104.6,106.3,99.8,0.46,0.304,0.756,15.4,31.3,21.2,7.9,6.9,17.2,24.9,0,0
San Antonio Spurs,1988,31,51,23,18,8,33,8,5,9,30,113.6,108.2,112.8,104.4,0.49,0.323,0.733,14.4,28.5,28.6,9,5.7,17.3,24.3,0,0
Kansas City Kings,1985,31,51,23,18,8,33,4,9,12,22,114.8,109.5,112.1,104.4,0.504,0.265,0.779,14.2,28.4,28.6,8.1,3.7,19.4,26.5,0,0
Los Angeles Clippers,1991,31,51,23,18,8,33,6,10,15,27,103.5,103,106.5,99.9,0.464,0.26,0.702,15.2,30.5,25.8,8.8,6.2,17.5,24.9,0,0
Chicago Bulls,1986,30,52,22,19,8,33,6,4,11,27,109.3,108.6,112.4,99.7,0.481,0.278,0.769,15.6,27.8,24.5,7.4,4.9,17.5,26.4,0,0
Houston Rockets,1984,29,53,21,20,8,33,5,6,15,27,110.6,105.3,108.2,104.7,0.495,0.195,0.74,14.6,30.3,26.9,7.6,6.3,19,28.3,0,0
Sacramento Kings,1992,29,53,21,20,8,33,8,9,8,30,104.3,103.9,109.9,99.6,0.466,0.353,0.747,12.9,28.7,23.9,8.9,7.5,16.6,21.5,0,0
Golden State Warriors,2009,29,53,21,20,8,33,3,6,13,25,108.6,109.5,113.3,98.2,0.458,0.373,0.791,11.6,30.4,20.9,7.8,6.4,14.6,22.5,0,0
Los Angeles Clippers,2010,29,53,21,20,8,33,5,3,12,35,95.7,103.3,110.1,92.6,0.455,0.332,0.73,11.3,30.5,22.1,6.5,5.7,15.7,19.3,0,0
Minnesota Timberwolves,1991,29,53,21,20,8,33,6,8,11,30,99.6,106.7,110.9,92.3,0.449,0.283,0.735,15.5,25.8,23,8.7,5.4,13,22.7,0,0
Cleveland Cavaliers,1981,28,54,20,21,8,33,7,9,12,27,105.7,104.3,109.1,100.8,0.467,0.289,0.778,15.3,27.4,24.5,7.7,3.9,17,24.3,0,0
Indiana Pacers,1989,28,54,20,21,8,33,6,9,11,25,106.9,106.8,111,99.2,0.487,0.328,0.789,13,30.5,24.5,6.9,5.1,18.9,25.7,0,0
Utah Jazz,1981,28,54,20,21,8,33,11,6,7,31,101.2,103.4,109.4,97.7,0.488,0.258,0.767,11.7,28.4,23.8,7.8,4.7,17.4,25.7,0,0
Sacramento Kings,1994,28,54,20,21,8,33,6,6,10,35,101.1,103.3,109.2,97.5,0.452,0.353,0.731,13.7,28.6,24.7,8.2,4.3,16.3,24.1,0,0
Dallas Mavericks,1991,28,54,20,21,8,33,9,6,11,30,99.9,105.5,110.3,94.2,0.471,0.322,0.761,12,28.8,22.2,7.1,4.8,14.5,22.4,0,0
Sacramento Kings,2013,28,54,20,21,8,33,7,3,12,31,100.2,106.2,111.4,93.6,0.447,0.363,0.769,11.5,29.1,20.8,8.2,4.2,14.6,20.9,0,0
Memphis Grizzlies,2003,28,54,20,21,8,33,5,7,14,23,97.5,103.9,107.3,92.7,0.452,0.365,0.739,11.5,30.1,23.1,7.9,6.1,15.4,20.5,0,0
Portland Trail Blazers,2012,28,38,20,13,8,25,3,11,17,17,97.2,105.7,106.4,91.2,0.443,0.346,0.796,11.1,29.5,20.4,8,4.9,14.2,19,0,0
New York Knicks,1999,27,23,19,6,8,17,3,6,12,7,86.4,98.6,97.5,86.9,0.435,0.353,0.732,11,30.2,19.3,7.9,5.2,16.1,22.8,1,0
Golden State Warriors,2010,26,56,18,23,8,33,2,8,14,28,108.8,108.1,111.7,100.4,0.469,0.375,0.782,9.2,29.2,22.4,9.3,4.1,14.7,23,0,0
New Jersey Nets,2001,26,56,18,23,8,33,7,9,11,32,92.1,100,105.5,91.8,0.425,0.333,0.759,11.1,28.5,19.5,7.9,5,14.7,24.2,0,0
Atlanta Hawks,2006,26,56,18,23,8,33,12,12,7,22,97.2,106.4,111.6,90.4,0.454,0.367,0.75,13,27.2,19.8,7.2,4.8,15.7,25,0,0
Utah Jazz,2005,26,56,18,23,8,33,6,10,13,31,93,104.7,109.5,88.4,0.449,0.328,0.757,12.8,27.4,22.3,6.6,4.6,15.8,26.7,0,0
Orlando Magic,2018,25,57,17,24,8,33,3,5,10,27,103.4,105.2,110.1,98.1,0.452,0.351,0.757,8.8,32.8,23.4,7.6,4.9,14.5,19.3,0,0
Phoenix Suns,2013,25,57,17,24,8,33,6,8,10,31,95.2,101.2,108.1,93.4,0.443,0.33,0.744,11.7,29.9,22.6,8,5.3,15.6,20.6,0,0
Washington Wizards,2004,25,57,17,24,8,33,3,4,13,34,91.8,98.8,104.8,92.2,0.421,0.341,0.714,13.6,29.2,18.7,8.9,5,17.5,20.9,0,0
Seattle SuperSonics,1999,25,25,17,8,8,17,7,4,11,10,94.9,105,106.2,89.6,0.442,0.344,0.681,13.5,28.4,21.7,7.9,4,15.3,20.9,0,0
New Jersey Nets,1981,24,58,16,25,8,33,9,8,9,32,106.9,101,106.7,105.2,0.475,0.246,0.751,13.3,29,25.2,9.1,5.6,20.3,26.9,0,0
Atlanta Hawks,2018,24,58,16,25,8,33,6,8,8,35,103.4,105,110.6,98.3,0.446,0.36,0.785,9.1,32.8,23.7,7.8,4.2,15.6,19.6,0,0
Memphis Grizzlies,2009,24,58,16,25,8,33,2,4,11,38,93.9,103.5,109.5,90.1,0.454,0.36,0.756,10.3,28.5,17.4,7.5,4.7,15.3,21.7,0,0
New York Knicks,1986,23,59,15,26,8,33,3,5,8,33,98.7,99.5,105.2,98.6,0.46,0.343,0.686,13.2,26.5,22.9,8.7,3.8,17.5,27,0,0
Cleveland Cavaliers,1983,23,59,15,26,8,33,8,3,6,35,97.1,99.2,106.8,97.6,0.465,0.25,0.721,14.3,29.4,21.2,7.5,3.5,18.8,27.3,0,0
Oklahoma City Thunder,2009,23,59,15,26,8,33,7,9,6,34,97,102.9,109.4,93.6,0.447,0.346,0.786,12.2,30.5,20.3,7.4,4.5,16.2,20.2,0,0
Vancouver Grizzlies,2001,23,59,15,26,8,33,3,11,13,37,91.7,99.6,105.8,91.7,0.439,0.343,0.77,10.9,29.6,23.2,7.1,4.4,15.7,21.1,0,0
New York Knicks,2008,23,59,15,26,8,33,4,5,6,33,96.9,104.7,111.9,91.6,0.439,0.337,0.727,12.5,30,18.7,6.4,2.6,14.5,21.5,0,0
Memphis Grizzlies,2002,23,59,15,26,8,33,7,6,6,35,89.9,98.2,106.3,91.1,0.436,0.307,0.708,12,29.4,21.8,7.9,6,16.4,19.2,0,0
New York Knicks,2006,23,59,15,26,8,33,8,6,7,32,95.6,104,111,90.8,0.455,0.362,0.726,12.6,28.8,17.9,6.8,3.3,17.7,26.3,0,0
Memphis Grizzlies,2008,22,60,14,27,8,33,2,11,10,37,100.7,105,111.4,95.3,0.454,0.349,0.723,10.3,31.3,19.2,6.1,4.7,15.3,19.4,0,0
Memphis Grizzlies,2007,22,60,14,27,8,33,5,12,8,26,101.6,106.9,112.3,93.6,0.465,0.367,0.761,10.6,29,20.5,6.9,5,16.4,22.3,0,0
Orlando Magic,1992,21,61,13,28,8,33,8,3,7,38,101.6,103.5,110.5,98,0.453,0.324,0.746,14.3,28.4,21.9,7.8,4.5,16.9,24.1,0,0
Washington Bullets,1995,21,61,13,28,8,33,7,9,4,27,100.5,105.4,111.3,94.5,0.46,0.343,0.724,12.7,27.1,21.3,7.9,4.9,15.9,23.8,0,0
Minnesota Timberwolves,1995,21,61,13,28,8,33,7,6,5,40,94.2,102.6,112.4,91.4,0.449,0.313,0.775,10.8,25.5,21.7,7.4,4.9,17.1,25.3,0,0
Golden State Warriors,1999,21,29,13,12,8,17,3,4,6,13,88.3,98.4,101.1,88.9,0.415,0.287,0.676,16.3,31.2,20.7,8.3,4.4,15.4,25.4,0,0
Charlotte Hornets,1989,20,62,12,29,8,33,9,4,5,36,104.5,103.7,112.1,100.3,0.461,0.312,0.767,13.9,26.8,28.3,8.6,3.2,16.1,25.2,0,0
Orlando Magic,2013,20,62,12,29,8,33,2,9,8,30,94.1,101.6,109.1,92.2,0.448,0.329,0.755,10.9,31.9,22.8,6.4,4.4,14.5,19.4,0,0
San Antonio Spurs,1997,20,62,12,29,8,33,4,2,9,39,90.5,103.3,112.3,87.3,0.442,0.32,0.719,13.4,26,20.3,7.9,5.3,15.2,21.5,0,0
Minnesota Timberwolves,1993,19,63,11,30,8,33,7,7,8,32,98.1,103.6,111.8,93.8,0.466,0.292,0.798,11.5,26.9,24.4,7.9,5.5,17.3,24.7,0,0
Los Angeles Clippers,2009,19,63,11,30,8,33,4,8,10,41,95.1,102.3,111.7,92.1,0.441,0.354,0.736,10.9,29,21,7,5.9,14.9,20.1,0,0
New York Knicks,2019,17,65,9,32,8,33,4,7,6,41,104.6,104.5,113.7,99.6,0.433,0.34,0.759,10.5,34.3,20.1,6.8,5.1,14,20.9,0,0
Orlando Magic,1991,31,51,24,17,7,34,7,5,13,27,105.9,105.9,109.9,99.5,0.455,0.358,0.743,15,29.6,22.1,7.3,3.7,17,24.1,0,0
Seattle SuperSonics,1986,31,51,24,17,7,34,4,12,18,14,104.4,105.9,106,97.4,0.472,0.263,0.779,14,27.5,24.1,9.1,3.6,17.5,26.4,0,0
Kansas City Kings,1982,30,52,23,18,7,34,8,4,10,25,107.1,104.2,107.2,101.8,0.495,0.2,0.719,13.2,27.8,25.1,9.1,4.9,18.4,28.8,0,0
Milwaukee Bucks,2005,30,52,23,18,7,34,8,8,10,21,97.2,106.6,109.8,90.8,0.45,0.351,0.772,12,29.3,21,6.5,3.5,13.8,21.9,0,0
Washington Wizards,2013,29,53,22,19,7,34,6,9,13,17,93.2,100.2,103,92.2,0.435,0.365,0.733,10.8,32.3,21.6,7.3,4.6,15.1,20.5,0,0
San Antonio Spurs,1987,28,54,21,20,7,34,3,9,11,30,108.3,105.9,110.8,101.7,0.474,0.29,0.742,15.7,28.6,27.1,9.6,4,17.1,23.5,0,0
Atlanta Hawks,2000,28,54,21,20,7,34,4,7,11,32,94.3,102,107.9,91.7,0.441,0.317,0.743,14,31.3,18.9,6.1,5.6,15.4,21,0,0
Denver Nuggets,2002,27,55,20,21,7,34,11,8,9,30,92.2,101.4,107.8,90.4,0.424,0.329,0.744,13.6,28.2,22.2,7.5,5.6,14.7,22.8,0,0
Indiana Pacers,1986,26,56,19,22,7,34,1,7,18,28,103.9,102.6,105.9,100.9,0.481,0.161,0.739,13.9,31.9,26.3,8,4.6,18.5,26,0,0
Milwaukee Bucks,2008,26,56,19,22,7,34,6,9,5,29,97,105.3,112.8,91.3,0.449,0.344,0.733,12.9,28.8,21.5,6.6,4.4,14.8,21.3,0,0
Utah Jazz,1982,25,57,18,23,7,34,3,7,8,33,110.9,106.2,111.7,103.9,0.494,0.227,0.751,14,28.8,23.1,8.5,4.4,17.5,26.8,0,0
San Diego Clippers,1983,25,57,18,23,7,34,2,8,9,26,108.6,104.7,109.3,103,0.475,0.244,0.724,17,25.7,25.5,10,5,19.5,27.9,0,0
Sacramento Kings,2010,25,57,18,23,7,34,6,7,10,27,100,105.3,109.9,94,0.456,0.349,0.726,11.9,30.7,20.5,6.9,4.5,15,22.3,0,0
Atlanta Hawks,2001,25,57,18,23,7,34,5,4,10,25,91,98.7,104.3,91.9,0.431,0.357,0.759,12.5,30.4,19,7.7,4.7,16.7,22.7,0,0
Minnesota Timberwolves,1999,25,25,18,7,7,18,1,2,13,10,92.9,101.9,101.5,91,0.425,0.298,0.743,15.1,27.8,24.4,8.5,5.4,12.8,23.7,0,0
Detroit Pistons,2012,25,41,18,15,7,26,7,4,12,27,90.9,101,106.3,89.2,0.438,0.346,0.752,11.7,28.5,18.7,7,4.2,15.7,19.6,0,0
Utah Jazz,1980,24,58,17,24,7,34,6,6,8,35,102.4,104.2,110.4,97.6,0.496,0.319,0.809,11.8,28.8,24.5,8,4.4,18.8,24.5,0,0
Washington Bullets,1994,24,58,17,24,7,34,4,5,9,39,100.4,104.5,112.2,95.9,0.468,0.297,0.748,13.1,26.7,22.2,8.5,3.9,17.1,20.9,0,0
Sacramento Kings,1990,23,59,16,25,7,34,5,9,10,32,101.7,104.8,110,96.7,0.468,0.333,0.771,11.6,28.8,25,6.7,4.8,15.1,22.7,0,0
Washington Bullets,1993,22,60,15,26,7,34,3,10,7,33,101.9,103.6,110.8,97.7,0.467,0.301,0.748,12.6,28.3,25.7,8.2,4.4,16.1,21.9,0,0
Dallas Mavericks,1992,22,60,15,26,7,34,8,8,6,38,97.6,103,111.1,94.4,0.439,0.336,0.75,14.6,29.7,19.9,6.5,4.3,14.7,22.8,0,0
Minnesota Timberwolves,2008,22,60,15,26,7,34,4,8,8,35,95.6,103.8,111.2,91.9,0.451,0.35,0.736,11.8,29.6,19.9,7.5,3.7,14.5,23,0,0
Cleveland Cavaliers,1999,22,28,15,10,7,18,2,0,11,15,86.4,99.6,101.6,86.4,0.439,0.341,0.749,9.4,26.3,21.9,9,4.1,15.7,24.2,0,0
Detroit Pistons,1981,21,61,14,27,7,34,8,13,6,27,99.7,98.1,104.3,101.2,0.463,0.155,0.725,14.6,25.7,22.2,10.8,6,21.5,25.9,0,0
Brooklyn Nets,2016,21,61,14,27,7,34,7,4,6,34,98.6,103.2,110.9,95.2,0.453,0.352,0.757,10.5,31.9,22.3,7.6,4,14.8,18,0,0
Golden State Warriors,2002,21,61,14,27,7,34,1,8,11,27,97.7,102.8,108.5,94.5,0.429,0.322,0.722,16.3,30.4,20.8,7.9,6.4,16.8,23,0,0
Chicago Bulls,2002,21,61,14,27,7,34,8,4,3,37,89.5,98.2,107.6,90.5,0.433,0.346,0.722,11.3,28.8,22.2,7.7,4.4,15.3,22.4,0,0
Brooklyn Nets,2017,20,62,13,28,7,34,3,6,9,30,105.8,104.1,110.7,101.3,0.444,0.338,0.788,8.8,35.1,21.4,7.2,4.7,16.5,21,0,0
Seattle SuperSonics,2008,20,62,13,28,7,34,5,7,5,37,97.5,100.5,109.5,96.3,0.444,0.333,0.77,11.8,32.8,21.3,6.5,4.9,16,20.5,0,0
Minnesota Timberwolves,1994,20,62,13,28,7,34,6,8,8,36,96.7,101.9,109.2,94.7,0.457,0.329,0.772,12.1,28.6,24,7.3,5.4,18,24.6,0,0
Dallas Mavericks,1998,20,62,13,28,7,34,4,9,8,27,91.4,100.5,107.2,89.9,0.427,0.357,0.753,12.3,27.8,18.7,7.9,5.7,14.4,20,0,0
Phoenix Suns,2019,19,63,12,29,7,34,5,5,5,40,107.5,105.9,115.1,100.5,0.459,0.329,0.779,9.1,31.3,23.9,9,5.1,15.6,23.6,0,0
Golden State Warriors,2000,19,63,12,29,7,34,2,4,10,39,95.5,99.8,108.4,95.4,0.42,0.323,0.697,15.9,29.7,22.6,8.9,4.3,15.9,24.9,0,0
Cleveland Cavaliers,2011,19,63,12,29,7,34,2,5,2,38,95.5,102.2,111.8,93,0.434,0.342,0.745,10.4,29.9,21,6.6,4.2,14.2,20.1,0,0
Washington Wizards,2001,19,63,12,29,7,34,3,7,4,31,93.2,100.6,107.8,92.7,0.439,0.324,0.759,12.4,28.9,20.1,7.7,4.7,17,23.3,0,0
Golden State Warriors,1998,19,63,12,29,7,34,1,2,9,39,88.3,95.8,105.7,91.4,0.413,0.272,0.71,15.7,30.2,20.8,7.6,5.5,16.7,22.7,0,0
Miami Heat,1990,18,64,11,30,7,34,4,7,6,40,100.6,99.3,108.9,101,0.461,0.293,0.687,15.1,28.2,23.9,9,4.7,19,25.9,0,0
Philadelphia 76ers,1996,18,64,11,30,7,34,7,6,4,44,94.5,102.2,113,92.2,0.436,0.342,0.734,12.6,26.4,19.9,7.8,5.1,17.2,21.7,0,0
New Orleans Hornets,2005,18,64,11,30,7,34,6,11,3,31,88.4,99.7,107.7,87.6,0.415,0.315,0.766,12.4,27.8,21,6.7,3.8,14.8,23,0,0
New York Knicks,2015,17,65,10,31,7,34,2,7,3,39,91.9,99.9,110,91.2,0.428,0.347,0.769,10.6,29.8,21.3,7,4.7,14.7,21.6,0,0
Minnesota Timberwolves,2015,16,66,9,32,7,34,6,6,4,40,97.8,102.9,112.2,94.4,0.438,0.332,0.776,11.6,29.3,21.6,8.1,4,15,19.2,0,0
Toronto Raptors,1998,16,66,9,32,7,34,5,9,1,33,94.9,101.2,111,92.6,0.435,0.343,0.718,14.5,26.2,21.3,9.4,8.1,16.7,22.6,0,0
Dallas Mavericks,1994,13,69,6,35,7,34,3,8,5,38,95.1,100.4,109.6,94.5,0.432,0.312,0.747,15.5,26.2,19.9,9.4,3.6,17,24.5,0,0
Cleveland Cavaliers,1987,31,51,25,16,6,35,10,6,11,21,104.4,102.6,106.4,101.3,0.47,0.24,0.697,15.3,29.5,23.3,8.2,6.8,19.7,22.6,0,0
Milwaukee Bucks,1992,31,51,25,16,6,35,6,6,18,21,105,108.8,110.6,95.5,0.46,0.369,0.759,15.8,26.5,24.6,10.5,3.9,16.5,23.2,0,0
Golden State Warriors,1986,30,52,24,17,6,35,7,8,11,24,113.4,108.3,111.6,104.2,0.482,0.313,0.76,15.5,28.6,24.6,9.2,4.3,17.1,24.8,0,0
Denver Nuggets,1980,30,52,24,17,6,35,5,7,12,28,108.3,103.4,107.6,103.9,0.463,0.325,0.737,16,30.8,25.4,9.1,4.9,18.7,23.4,0,0
Phoenix Suns,1988,28,54,22,19,6,35,4,6,13,28,108.5,107,111.4,101.2,0.486,0.331,0.764,13.6,29,28.4,8.2,4.3,17.2,24.9,0,0
Detroit Pistons,1995,28,54,22,19,6,35,5,4,8,39,98.2,105.1,112.9,93.2,0.461,0.354,0.741,11.7,26.9,22.8,8.6,5.1,16.1,26.2,0,0
Sacramento Kings,1989,27,55,21,20,6,35,7,6,13,34,105.5,104.5,110,100.5,0.457,0.373,0.77,13.9,29.9,24,7.6,5,16.7,22.9,0,0
Sacramento Kings,1998,27,55,21,20,6,35,8,10,13,35,93.1,100.8,106.9,92.1,0.442,0.351,0.687,13.3,28.1,22.4,7.3,5.1,15.5,22.1,0,0
Indiana Pacers,1984,26,56,20,21,6,35,7,11,10,25,104.5,101.8,106.5,102.1,0.483,0.232,0.766,12.2,29.2,26.5,10.2,4.9,18.6,25.1,0,0
New Jersey Nets,1991,26,56,20,21,6,35,4,7,11,33,102.9,102.9,107.4,99.3,0.444,0.275,0.739,17.1,28.6,21.7,9.1,7.3,17.4,23.8,0,0
Miami Heat,1991,24,58,18,23,6,35,5,6,15,39,101.8,102,108.1,99.3,0.459,0.302,0.715,15,28.1,23.2,9.2,4.7,18.9,25.4,0,0
Denver Nuggets,1992,24,58,18,23,6,35,4,8,11,37,99.7,100.7,108.6,98.6,0.442,0.301,0.738,16.5,28.7,18.9,9.4,5.6,17.6,24.2,0,0
New York Knicks,1987,24,58,18,23,6,35,5,9,8,29,103.8,104.8,111.1,98.5,0.474,0.333,0.73,13.5,26.4,23.7,8.6,4.8,17.3,24.7,0,0
Indiana Pacers,1985,22,60,16,25,6,35,5,13,6,30,108.3,102.5,108.4,105.1,0.476,0.194,0.744,14.6,32,23.7,7.6,4.5,19.8,27.3,0,0
Memphis Grizzlies,2018,22,60,16,25,6,35,5,12,8,26,99.3,104.5,111,94.9,0.444,0.352,0.786,9.5,31,21.5,7.5,4.8,15,23.2,0,0
Sacramento Kings,2012,22,44,16,17,6,27,6,7,6,24,98.8,103.8,109.8,94.7,0.436,0.316,0.736,13.4,29.5,19.3,8.5,4.9,14.4,19.5,0,0
Toronto Raptors,2011,22,60,16,25,6,35,2,7,8,30,99.1,106.1,112.9,92.9,0.465,0.316,0.755,11.7,28.6,21.9,7.1,4.3,14.7,22,0,0
Toronto Raptors,1996,21,61,15,26,6,35,6,9,8,31,97.5,103.8,111.8,93.2,0.467,0.354,0.723,13.1,27,23.5,9.1,6,18.8,24.2,0,0
Charlotte Bobcats,2013,21,61,15,26,6,35,6,6,6,37,93.4,101.5,111.5,91.5,0.425,0.335,0.75,11.2,29.1,19.4,7.2,5.8,14.1,19,0,0
Portland Trail Blazers,2006,21,61,15,26,6,35,7,4,4,42,88.8,101.1,111.9,87.6,0.445,0.349,0.689,10.8,26.9,18.2,6.5,5.3,14.7,22.3,0,0
Indiana Pacers,1983,20,62,14,27,6,35,6,8,3,25,108.7,103.8,109.4,103.9,0.48,0.212,0.758,15.8,28,26.2,9.2,5,18.7,25.4,0,0
Charlotte Hornets,1990,19,63,13,28,6,35,5,5,7,40,100.4,102,109.9,98.1,0.455,0.336,0.756,11.7,27,25.4,9.5,3.2,15,23,0,0
Cleveland Cavaliers,2019,19,63,13,28,6,35,5,4,6,43,104.5,107.7,117.6,96.6,0.444,0.355,0.792,10.7,31.9,20.7,6.5,2.4,13.5,20,0,0
Washington Wizards,2009,19,63,13,28,6,35,7,5,7,35,96.1,105.4,113.6,91,0.45,0.33,0.767,11.7,28.4,20,7.5,4.5,14,20.5,0,0
Orlando Magic,1990,18,64,12,29,6,35,4,7,4,38,110.9,105.8,114.3,104.1,0.459,0.295,0.756,15.9,30.1,24.3,7.5,3.6,17.2,24.1,0,0
Philadelphia 76ers,2015,18,64,12,29,6,35,3,7,5,41,92,95.5,104.8,95.7,0.408,0.32,0.676,11.9,30.9,20.5,9.6,5.9,17.7,21.7,0,0
San Diego Clippers,1982,17,65,11,30,6,35,4,10,4,33,108.5,106.6,113.8,101.4,0.5,0.293,0.723,13.8,26.8,22.9,7.8,3.6,19.1,28.7,0,0
Sacramento Kings,2009,17,65,11,30,6,35,2,14,6,33,100.6,105.5,114.7,94.2,0.447,0.368,0.798,10.2,28.9,19.7,6.9,4.3,15.4,23.3,0,0
Golden State Warriors,2001,17,65,11,30,6,35,6,5,6,40,92.5,97.8,107.4,94.1,0.409,0.293,0.706,16.4,29.1,21.8,9,5,15.9,21.1,0,0
Los Angeles Clippers,1998,17,65,11,30,6,35,3,7,5,35,95.9,103.3,111.2,92.4,0.438,0.358,0.723,12.7,27.8,18.7,7.6,5.6,16.1,22.3,0,0
Cleveland Cavaliers,1982,15,67,9,32,6,35,4,13,2,35,103.2,103.3,111.8,99.3,0.464,0.182,0.747,14.5,26.5,22.8,7.7,4.4,16.1,26.7,0,0
Minnesota Timberwolves,1992,15,67,9,32,6,35,4,11,4,37,100.5,105,112.4,95.1,0.458,0.32,0.743,14.2,26.4,24.7,7.5,6.4,14.1,22.8,0,0
Miami Heat,2008,15,67,9,32,6,35,3,11,4,34,91.4,100.5,110,90.2,0.443,0.358,0.727,9.1,28.6,20,7.2,4.3,14.7,20.4,0,0
Vancouver Grizzlies,1997,14,68,8,33,6,35,4,3,5,41,89.2,100.3,111.8,88.4,0.437,0.349,0.709,12.5,26.3,22.7,8,5.7,15.9,21.4,0,0
San Diego Clippers,1984,30,52,25,16,5,36,5,7,10,24,110.7,109.2,112.4,101.1,0.496,0.188,0.736,15.9,29,24.2,6.9,4.7,18.5,24.6,0,0
Cleveland Cavaliers,1984,28,54,23,18,5,36,5,8,10,30,102.3,104.1,108.5,97.4,0.465,0.262,0.743,14.8,29.1,23.5,7.7,4.6,16.2,26.9,0,0
New Jersey Nets,1987,24,58,19,22,5,36,4,9,11,35,108.5,105.6,110.5,101.8,0.476,0.323,0.767,14.3,29.4,24.3,7.8,4.8,19.7,28.7,0,0
Sacramento Kings,1988,24,58,19,22,5,36,10,7,9,29,108,106.5,112.1,100.9,0.471,0.32,0.772,15,30,25.8,7.1,6,17.8,23.1,0,0
New York Knicks,1985,24,58,19,22,5,36,8,10,7,30,105.2,104.9,109.6,99.5,0.484,0.258,0.726,13.6,25.6,24.4,9.2,3.3,17.8,29.2,0,0
New Jersey Nets,2011,24,58,19,22,5,36,7,7,4,34,94.2,103.1,109.9,89.9,0.44,0.343,0.759,11.1,29.8,21,5.6,4.7,14,22,0,0
Golden State Warriors,1985,22,60,17,24,5,36,6,7,6,27,110.4,106,113,103.2,0.463,0.282,0.768,16.2,26.1,21.5,9.8,3.5,17.8,26,0,0
Minnesota Timberwolves,1990,22,60,17,24,5,36,5,11,10,32,95.2,103.6,108.2,91.1,0.446,0.248,0.747,14.6,25,22.5,9.6,4.2,14.6,23.2,0,0
