Team Name,Year,Wins,Losses,Home Wins,Home Losses,Road Wins,Road Losses,Margin <= 3 Victories,Margin <= Losses,Margin >= 10 Victories,Margin >= Losses,PPG,Off Rating,Def Rating,Pace,FG%,FG3%,FT%,Off RBG,Def RBG,Assists / Game,Steals / Game,Blocks / Game,Turnovers / Game,Fouls / Game,Reached Finals,Finals Win
Boston Celtics,2016,48,34,28,13,20,21,5,7,26,13,105.7,106.8,103.6,98.5,0.439,0.335,0.788,11.6,33.3,24.2,9.2,4.2,13.7,21.9,0,0
Utah Jazz,2018,48,34,28,13,20,21,4,5,31,19,104.1,108.4,103.9,95.7,0.462,0.366,0.779,9,34.2,22.4,8.6,5.1,14.7,19.6,0,0
Boston Celtics,1993,48,34,28,13,20,21,6,2,21,18,103.7,108.7,107.8,94.9,0.487,0.287,0.777,13.1,29.7,24.4,7.9,5.6,14.3,22.7,0,0
Miami Heat,2016,48,34,28,13,20,21,7,5,24,20,100,106.1,104.4,93.6,0.47,0.336,0.744,9.8,34.3,20.8,6.7,6.5,14.1,18.3,0,0
Chicago Bulls,2005,47,35,27,14,20,21,7,5,15,15,94.5,101.4,100.3,92.4,0.432,0.357,0.75,12.2,31.6,21.3,7,4.5,16.7,24.7,0,0
Los Angeles Clippers,2006,47,35,27,14,20,21,6,5,24,19,97.2,105.3,103.6,91.7,0.465,0.344,0.791,10.1,33,20.8,6.5,6.1,14.5,22.8,0,0
Toronto Raptors,2001,47,35,27,14,20,21,6,7,26,15,97.6,105.9,103.4,90.9,0.437,0.369,0.747,13.6,30.8,24.4,7.3,6.3,13.2,21.3,0,0
Cleveland Cavaliers,1998,47,35,27,14,20,21,9,10,24,11,92.5,102.2,99.1,89.9,0.454,0.372,0.756,11.6,28.4,23.1,9.9,5.1,17.3,23.6,0,0
Detroit Pistons,1985,46,36,26,15,20,21,6,10,20,14,116,109.6,107.2,105,0.48,0.226,0.788,17.1,30.9,28.1,8.4,4.8,16.4,25.3,0,0
Portland Trail Blazers,1998,46,36,26,15,20,21,7,5,20,12,94.3,104,102.4,90,0.451,0.309,0.737,13.2,30.8,21.5,7.1,5.7,16.9,22.7,0,0
Atlanta Hawks,1996,46,36,26,15,20,21,9,8,19,12,98.3,109.4,108,89.6,0.448,0.355,0.757,14.4,26.2,19.6,9.4,3.9,15,20.9,0,0
Dallas Mavericks,1985,44,38,24,17,20,21,6,8,20,21,111.2,111.5,109.3,98.8,0.489,0.343,0.793,13.4,28.6,26.2,7,4.1,14.4,21.9,0,0
Atlanta Hawks,2011,44,38,24,17,20,21,7,1,21,21,95,106.1,107,89.3,0.462,0.352,0.779,9.3,30,22,6.1,4.2,13.6,19,0,0
Minnesota Timberwolves,2005,44,38,24,17,20,21,5,6,16,15,96.8,108.2,106.6,89.1,0.459,0.345,0.796,11.5,31.5,23.4,5.6,5.5,13.2,21.6,0,0
Atlanta Hawks,2017,43,39,23,18,20,21,7,8,17,21,103.2,104.9,105.7,97.4,0.451,0.341,0.728,10.3,34.1,23.6,8.2,4.8,15.8,18.2,0,0
Washington Wizards,2018,43,39,23,18,20,21,5,7,22,12,106.6,109.3,108.7,96.6,0.467,0.375,0.772,10,33.1,25.2,7.9,4.3,14.6,21.3,0,0
Los Angeles Clippers,2018,42,40,22,19,20,21,8,2,22,19,109,110.3,110.2,98.7,0.471,0.354,0.743,10.1,33.7,22.3,7.7,4.5,14.7,20,0,0
Miami Heat,1994,42,40,22,19,20,21,2,6,26,14,103.4,109.5,106.7,93.8,0.464,0.338,0.785,15.1,29.4,22.6,7.8,4.6,16,24.7,0,0
Chicago Bulls,2006,41,41,21,20,20,21,6,10,14,16,97.8,104,103.4,92.9,0.446,0.379,0.738,11,31.7,22,6.2,4.2,14.9,24.9,0,0
Miami Heat,2019,39,43,19,22,20,21,6,9,16,20,105.7,107.3,107.6,98.2,0.45,0.349,0.695,11.2,35.1,24.3,7.6,5.5,14.7,20.9,0,0
Denver Nuggets,2013,57,25,38,3,19,22,11,7,28,8,106.1,110.4,105.1,95.1,0.478,0.343,0.701,13.3,31.7,24.4,9.3,6.5,15.3,20.5,0,0
Chicago Bulls,1990,55,27,36,5,19,22,8,7,26,12,109.5,112.3,109,96.7,0.498,0.374,0.778,13.1,27.8,26.5,9.9,4.7,15.2,23.2,0,0
Utah Jazz,1990,55,27,36,5,19,22,8,3,35,15,106.8,110.3,105.4,96.1,0.505,0.359,0.754,11.6,30.5,27,8.3,6,17.2,24.8,0,0
Denver Nuggets,1988,54,28,35,6,19,22,5,3,32,17,116.7,110.1,106.3,105.5,0.474,0.342,0.804,14.2,29.8,28,10.1,4.9,14.5,24.2,0,0
Cleveland Cavaliers,1993,54,28,35,6,19,22,4,7,34,5,107.7,112.7,106,94.8,0.497,0.381,0.802,11.3,30.4,28.6,7.5,6.5,13.7,19.3,0,0
Philadelphia 76ers,1990,53,29,34,7,19,22,6,6,30,12,110.2,113.5,108.4,96.5,0.489,0.348,0.788,13.5,29.3,23.6,8.4,4.5,14.7,20.7,0,0
Denver Nuggets,2010,53,29,34,7,19,22,9,4,29,13,106.5,111.8,107.5,94.8,0.468,0.359,0.772,10.8,30.5,21,8.3,5.1,13.9,22.5,0,0
Atlanta Hawks,2010,53,29,34,7,19,22,4,6,31,9,101.7,111.9,106.7,90.1,0.468,0.36,0.759,11.8,29.9,21.8,7.2,5,12,19.9,0,0
Atlanta Hawks,1989,52,30,33,8,19,22,10,9,29,12,111,112.2,107.2,98.3,0.472,0.277,0.8,16.7,28.2,24.3,10,5.8,16,22.9,0,0
New Jersey Nets,2002,52,30,33,8,19,22,9,6,26,14,96.2,104,99.5,91.8,0.446,0.338,0.735,12.7,30.7,24.3,8.7,6,14.5,21.1,1,0
Indiana Pacers,1995,52,30,33,8,19,22,6,7,27,14,99.2,109.6,105.6,90,0.477,0.38,0.751,12.8,27.9,22.9,8.6,4.4,16.3,23.6,0,0
Miami Heat,2000,52,30,33,8,19,22,9,2,26,15,94.4,104.5,101,89.7,0.46,0.371,0.736,11.2,31.9,23.5,7.1,6.4,15,23.7,0,0
Portland Trail Blazers,2015,51,31,32,9,19,22,5,1,30,11,102.8,108.2,103.7,94.2,0.45,0.362,0.801,10.7,35.1,21.9,6.4,4.5,13.6,18.2,0,0
Charlotte Hornets,1998,51,31,32,9,19,22,9,3,25,20,96.6,107.5,105.3,89.4,0.468,0.383,0.751,12,28.5,23.7,8.4,3.8,15.2,21.4,0,0
Orlando Magic,1994,50,32,31,10,19,22,6,6,29,10,105.7,110.8,106.7,95.2,0.485,0.347,0.678,14.4,28.7,25.2,8.3,5.6,16.2,20.9,0,0
Los Angeles Lakers,2003,50,32,31,10,19,22,8,5,26,14,100.4,107.2,104.7,92.5,0.451,0.356,0.734,13.1,31.1,23.3,7.8,5.7,14.5,22.9,0,0
Memphis Grizzlies,2004,50,32,31,10,19,22,10,6,18,7,96.7,104.8,102.2,91.4,0.445,0.34,0.727,12.8,29,23.4,9.7,6.9,15,23.2,0,0
Cleveland Cavaliers,2006,50,32,31,10,19,22,9,4,20,11,97.6,107.8,105.4,89.8,0.454,0.339,0.729,11.7,30.6,19,6.9,4.8,13.9,21.1,0,0
New Jersey Nets,1983,49,33,30,11,19,22,6,7,18,14,105.8,101.6,98.9,104,0.492,0.201,0.705,15.4,29.6,26.1,11.1,7.2,22.8,26.4,0,0
Detroit Pistons,1984,49,33,30,11,19,22,11,9,25,9,117.1,111.5,108.1,103.8,0.48,0.227,0.775,17.4,29.7,27.5,8.5,5.1,16,26.5,0,0
Washington Wizards,2017,49,33,30,11,19,22,9,6,18,12,109.2,111.2,109.3,97.4,0.475,0.372,0.784,10.3,32.6,23.9,8.5,4.1,14.2,21.3,0,0
Charlotte Hornets,2000,49,33,30,11,19,22,7,5,24,16,98.4,104.3,101.4,93.9,0.449,0.339,0.758,10.8,32.1,24.7,8.9,5.9,14.7,20.4,0,0
Indiana Pacers,2013,49,32,30,11,19,21,4,9,27,14,94.7,104.3,99.8,90.2,0.436,0.347,0.746,12.9,33,20.3,7.2,6.3,15.1,20,0,0
Portland Trail Blazers,2002,49,33,30,11,19,22,5,9,20,17,96.6,107.4,104,89.3,0.45,0.354,0.763,13.2,29.8,23.5,8.6,4.5,14.3,19.7,0,0
Memphis Grizzlies,2006,49,33,30,11,19,22,6,10,30,13,92.2,105.9,101.6,86.3,0.448,0.374,0.711,10.2,29,19.3,7.3,5.4,13.8,21.4,0,0
Seattle SuperSonics,1983,48,34,29,12,19,22,9,11,23,12,110,105.9,102.8,103.2,0.494,0.21,0.73,14,31.3,27.8,8.3,5.3,18.7,24,0,0
San Antonio Spurs,1982,48,34,29,12,19,22,4,3,24,15,113.1,109.9,107.6,102.5,0.486,0.254,0.776,15.3,30.9,27.5,7.3,6.8,15.8,27,0,0
Houston Rockets,1985,48,34,29,12,19,22,9,4,21,14,111.2,107.9,106.3,102.2,0.504,0.22,0.699,16.2,29.2,27.3,8.3,7.3,19.6,24.8,0,0
Indiana Pacers,2019,48,34,29,12,19,22,6,6,23,16,108,109.9,106.5,98.1,0.475,0.374,0.752,9.3,33.7,26,8.7,4.9,13.7,19.4,0,0
Los Angeles Lakers,1995,48,34,29,12,19,22,12,3,21,18,105.1,109.1,109.4,95.2,0.463,0.352,0.735,13.7,28.2,25.3,9.1,6.9,15.2,23.6,0,0
Oklahoma City Thunder,2017,47,35,28,13,19,22,12,7,23,21,106.6,108.3,107.5,97.8,0.452,0.327,0.745,12.2,34.4,21,7.9,5,15,20.9,0,0
Utah Jazz,1993,47,35,28,13,19,22,5,4,25,20,106.2,109.6,107.4,96.5,0.489,0.314,0.766,12.7,30,26.5,9.1,4.2,15.5,24,0,0
Seattle SuperSonics,1992,47,35,28,13,19,22,8,6,19,11,106.5,110.7,108.8,95.4,0.474,0.317,0.783,15.6,27.5,22.9,9.5,5.5,16.1,23.8,0,0
Golden State Warriors,2013,47,35,28,13,19,22,5,3,20,18,101.2,106.4,105.5,94.5,0.458,0.403,0.79,10.8,34.2,22.5,6.9,4.2,15.1,21.4,0,0
Chicago Bulls,1995,47,35,28,13,19,22,5,10,30,11,101.5,109.5,104.3,92,0.476,0.373,0.726,13.5,28,24,9.7,4.3,15.8,23.9,0,0
New Jersey Nets,2004,47,35,28,13,19,22,3,7,33,17,90.3,100.8,98,89.4,0.441,0.336,0.753,10.5,30.2,24.5,8.6,3.9,14.7,21,0,0
Chicago Bulls,1981,45,37,26,15,19,22,7,7,26,15,109,107.8,105.8,100.6,0.501,0.212,0.774,15,30.2,23.5,8.9,6.3,20.4,25.1,0,0
Indiana Pacers,2016,45,37,26,15,19,22,9,9,21,13,102.2,104.6,102.9,96.6,0.45,0.351,0.764,10.3,33.9,21.2,9,4.8,14.9,20,0,0
Minnesota Timberwolves,1998,45,37,26,15,19,22,9,5,19,19,101.1,107.8,107.1,92.6,0.461,0.347,0.743,13,29.6,25.2,7.8,5.2,13.9,23,0,0
Toronto Raptors,2000,45,37,26,15,19,22,13,4,20,20,97.2,104.7,104.9,92.5,0.433,0.363,0.765,13.4,29.9,23.7,8.1,6.6,13.9,24.3,0,0
Seattle SuperSonics,2002,45,37,26,15,19,22,6,8,30,15,97.7,108.9,105.6,89,0.469,0.378,0.755,11.8,28.5,23.5,8.5,4.4,13.7,21.1,0,0
Memphis Grizzlies,2005,45,37,26,15,19,22,7,11,23,12,93.4,105.5,102.9,88.5,0.447,0.357,0.754,10.8,28.1,20.9,8.5,5.8,14.6,23.3,0,0
Orlando Magic,1997,45,37,26,15,19,22,6,1,18,21,94.1,105.6,106,88.3,0.437,0.341,0.746,13.1,27.1,20.6,8.5,4.4,15.2,20,0,0
New Jersey Nets,1982,44,38,25,16,19,22,6,8,21,19,106.7,103,102.3,103.1,0.484,0.205,0.728,14.6,28.3,25.6,11.2,5.9,20.1,28,0,0
Milwaukee Bucks,2018,44,38,25,16,19,22,7,4,14,16,106.5,109.8,110.1,96.2,0.478,0.355,0.783,8.4,31.5,23.2,8.8,5.4,13.8,21.4,0,0
Atlanta Hawks,2013,44,38,25,16,19,22,5,5,19,20,98,104.8,104.4,92.6,0.464,0.371,0.715,9.2,31.6,24.5,8.1,4.5,14.9,18,0,0
Washington Bullets,1997,44,38,25,16,19,22,4,10,22,14,99.4,106.6,104.9,92.4,0.48,0.331,0.707,12.3,29.5,23.4,8.7,4.9,15.7,22.1,0,0
Boston Celtics,2003,44,38,25,16,19,22,6,7,18,19,92.7,101.2,101.6,90.9,0.415,0.334,0.742,10.4,30.1,19.2,8.8,3.7,14,21.4,0,0
Utah Jazz,2002,44,38,25,16,19,22,6,7,21,14,96,105.6,104.6,90.3,0.45,0.333,0.763,13.5,28.6,24.4,9.1,6.4,16.5,24,0,0
Indiana Pacers,2005,44,38,25,16,19,22,9,9,18,12,93,105.5,104.6,87.2,0.432,0.344,0.792,10.6,29.5,18.2,7.5,4.4,14.3,23,0,0
Los Angeles Lakers,1992,43,39,24,17,19,22,12,5,20,18,100.4,107.7,108.9,92.5,0.456,0.267,0.766,14.1,26.8,22,9.2,4.9,13.3,18.8,0,0
Memphis Grizzlies,2017,43,39,24,17,19,22,7,5,17,20,100.5,107.7,107.1,92.3,0.435,0.354,0.784,10.8,32,21.3,8,4.2,12.9,22.4,0,0
Brooklyn Nets,2019,42,40,23,18,19,22,12,8,16,22,112.2,109.6,109.7,100.8,0.449,0.353,0.745,11,35.6,23.8,6.6,4.1,15.1,21.5,0,0
New York Knicks,2011,42,40,23,18,19,22,4,5,18,14,106.5,110.9,110.1,95.6,0.457,0.368,0.809,10.3,30.1,21.4,7.6,5.8,13.7,21.3,0,0
Milwaukee Bucks,2017,42,40,23,18,19,22,8,2,21,22,103.6,109.1,109.3,94.5,0.474,0.37,0.768,8.8,31.6,24.2,8.1,5.3,14,20.2,0,0
Dallas Mavericks,2016,42,40,23,18,19,22,6,11,19,18,102.3,106.7,107,94.3,0.444,0.344,0.794,9.2,33.9,22.1,6.8,3.7,12.8,19.5,0,0
Houston Rockets,2010,42,40,23,18,19,22,5,5,17,15,102.4,107.6,108,94,0.447,0.351,0.772,11.8,30.1,21.8,7.1,3.9,14.5,20.9,0,0
Milwaukee Bucks,2000,42,40,23,18,19,22,11,7,18,17,101.2,108.2,107.9,92.7,0.465,0.369,0.786,12.4,28.9,22.6,8.2,4.6,15,24.6,0,0
Indiana Pacers,2012,42,24,23,10,19,14,4,3,21,12,97.7,106.7,103.1,90.7,0.438,0.368,0.782,12.5,31.4,18.6,7.9,5.4,14,21.7,0,0
Washington Wizards,2016,41,41,22,19,19,22,7,6,22,22,104.1,105.3,105.8,98.5,0.46,0.358,0.73,9.1,32.8,24.5,8.6,3.9,14.5,20.8,0,0
Utah Jazz,2006,41,41,22,19,19,22,7,2,17,23,92.4,104.1,107,87.8,0.442,0.336,0.719,13.1,29,21.6,6.4,6,15.7,24.8,0,0
Boston Celtics,2015,40,42,21,20,19,22,8,6,17,14,101.4,104.7,104.5,95.8,0.443,0.327,0.754,11.1,32.7,24.5,8.2,3.6,13.8,21.2,0,0
Los Angeles Lakers,1993,39,43,20,21,19,22,13,6,13,27,104.2,107.6,108.9,96.2,0.473,0.299,0.756,13.5,27.9,24.5,9.5,5.3,15.4,21.7,0,0
Brooklyn Nets,2015,38,44,19,22,19,22,10,2,15,23,98,104.4,107.4,92.7,0.451,0.331,0.748,10.3,32,20.9,7,4.1,13.8,19.3,0,0
Houston Rockets,2006,34,48,15,26,19,22,7,9,13,19,90.1,101.6,103.3,88,0.433,0.332,0.759,10.4,31.3,19.3,7.2,3.9,14.5,22.7,0,0
Orlando Magic,1995,57,25,39,2,18,23,9,9,37,10,110.9,115.1,107.8,95.1,0.502,0.37,0.669,14,30,27.8,8.2,6,15.8,21,1,0
Phoenix Suns,1980,55,27,37,5,18,22,10,4,27,12,111.1,105.6,102.2,104.8,0.493,0.243,0.773,13.1,30,27.8,11.1,4.2,19.9,22.6,0,0
Utah Jazz,1992,55,27,37,4,18,23,9,6,31,9,108.3,112.2,105.6,95.5,0.492,0.345,0.788,13.4,31,26.7,8.7,5.5,15.4,21.3,0,0
Utah Jazz,1991,54,28,36,5,18,23,8,3,28,17,104,108.6,105.1,95.3,0.492,0.323,0.789,10.6,30.2,27,8,5.5,15.9,21.9,0,0
Denver Nuggets,1985,52,30,34,7,18,23,10,7,26,15,120,110.7,108.4,107.6,0.486,0.311,0.785,16.2,28.1,27.6,10.9,5.2,16.9,26.2,0,0
San Antonio Spurs,1981,52,30,34,7,18,23,14,4,21,16,112.3,108.5,105.7,102.9,0.491,0.176,0.769,15.9,31.5,25,8.4,7.8,18.7,25.8,0,0
Minnesota Timberwolves,2003,51,31,33,8,18,23,5,3,21,15,98.1,106.1,103.8,91.9,0.466,0.368,0.77,11.7,31.9,25.2,6.7,5.3,13.7,20.8,0,0
Milwaukee Bucks,1987,50,32,32,9,18,23,4,7,25,15,110.4,109.5,105.6,100.3,0.475,0.323,0.766,13.6,28.3,24.9,10.3,4.8,15.4,26.6,0,0
Atlanta Hawks,1980,50,32,32,9,18,23,8,11,19,11,104.5,105.2,102.3,98.9,0.464,0.173,0.771,16.7,29.3,23.3,9.5,6.6,18.2,28,0,0
Detroit Pistons,1991,50,32,32,9,18,23,6,7,20,12,100.1,108.2,104.6,91.9,0.465,0.298,0.763,14.7,29.9,22.3,5.9,4.5,14.4,22.8,0,0
Dallas Mavericks,2009,50,32,32,9,18,23,10,4,28,14,101.7,110.5,108.4,91.5,0.462,0.35,0.819,11.1,31.6,21.7,7.2,5.2,12.7,19.5,0,0
Milwaukee Bucks,1989,49,33,31,10,18,23,1,7,31,15,108.9,110.1,106.4,98.6,0.474,0.316,0.821,13.8,27.7,25.3,10,3.9,15.9,23.8,0,0
San Antonio Spurs,1993,49,33,31,10,18,23,7,5,26,11,105.5,109.6,106.8,95.4,0.49,0.341,0.765,11.2,31,24.5,7.1,6.3,15,22.5,0,0
Chicago Bulls,2007,49,33,31,10,18,23,9,9,28,15,98.8,104.9,99.6,93.6,0.457,0.388,0.734,12,31.7,22.3,7.8,5.4,16,23.3,0,0
Denver Nuggets,2005,49,33,31,10,18,23,8,4,25,18,99.5,106,103.9,93.5,0.459,0.34,0.763,11.8,30.2,23.9,9.1,6,14.9,22.9,0,0
Charlotte Hornets,2016,48,34,30,11,18,23,6,5,25,17,103.4,107.1,104.3,95.7,0.439,0.362,0.79,9,35,21.7,7.3,5.3,12.6,18.1,0,0
Portland Trail Blazers,2011,48,34,30,11,18,23,7,4,19,15,96.3,108.8,107.1,87.9,0.447,0.345,0.804,12.1,27.2,21.2,8,4.4,13,19.3,0,0
New York Knicks,2001,48,34,30,11,18,23,12,5,24,14,88.7,101.2,98.2,86.7,0.444,0.351,0.796,9.4,30.8,18.5,6.6,4.2,14.5,22.7,0,0
New York Knicks,1984,47,35,29,12,18,23,5,12,21,8,106.9,107,103.1,99,0.495,0.285,0.775,13.3,27.2,24.9,9.8,4.4,19.4,27.8,0,0
Indiana Pacers,1994,47,35,29,12,18,23,5,9,28,10,101,107.8,104.2,93.3,0.486,0.368,0.738,13.8,29.4,25.1,8.6,5.6,17.6,24.1,0,0
New Orleans Hornets,2003,47,35,29,12,18,23,7,7,19,11,93.9,103.9,101.6,89.4,0.435,0.376,0.768,13.4,30.2,22,8,4.8,14.8,21.6,0,0
Utah Jazz,2003,47,35,29,12,18,23,6,8,28,17,94.7,105.5,102.8,89.3,0.468,0.349,0.745,12.5,29,25.6,8.6,5.7,16.8,22.4,0,0
Phoenix Suns,2009,46,36,28,13,18,23,5,3,23,21,109.4,113.6,111.6,96,0.504,0.383,0.744,11,30.7,23.2,7.2,5.1,15.7,20.6,0,0
Milwaukee Bucks,2010,46,36,28,13,18,23,7,12,19,17,97.7,104.9,103.1,91.7,0.436,0.356,0.755,11.8,31.2,21.2,7.1,4.7,13.2,22.2,0,0
Charlotte Hornets,2001,46,36,28,13,18,23,7,8,23,11,91.9,101.8,99.5,89.4,0.431,0.346,0.745,12.6,31.8,23.2,8.1,5.5,14.4,21.4,0,0
New Orleans Hornets,2011,46,36,28,13,18,23,8,6,16,17,94.9,106.2,105.2,88.7,0.459,0.36,0.765,10,30.1,20.6,7.6,4.4,13,21,0,0
Boston Celtics,2005,45,37,27,14,18,23,11,7,16,14,101.3,107.5,106.6,93.3,0.468,0.349,0.764,11.1,29.7,22.1,8.1,5.2,15.8,24.4,0,0
Los Angeles Lakers,2006,45,37,27,14,18,23,7,9,25,15,99.4,108.4,105.7,90.9,0.453,0.349,0.745,11.8,30.3,21.1,7.7,4.3,13.9,23.1,0,0
Cleveland Cavaliers,2008,45,37,27,14,18,23,10,8,10,17,96.4,106,106.4,90.2,0.439,0.358,0.717,13.3,31.3,20,7.1,5.2,14,20.9,0,0
Houston Rockets,2004,45,37,27,14,18,23,8,6,21,13,89.8,100.9,99,87.8,0.442,0.366,0.773,10.3,32.3,19.3,6.8,5.4,16.7,21.5,0,0
Dallas Mavericks,1986,44,38,26,15,18,23,6,7,21,12,115.3,112.1,111,102.2,0.501,0.316,0.776,12.9,29.9,25.7,7.4,4.5,15.7,21.1,0,0
New York Knicks,1983,44,38,26,15,18,23,7,7,25,14,100,102.4,99.9,97,0.482,0.252,0.71,13.2,27.6,24.8,8.5,4.6,18.4,26.6,0,0
Miami Heat,2018,44,38,26,15,18,23,9,9,16,13,103.4,106.8,106.3,95.6,0.455,0.36,0.755,9.3,34.2,22.7,7.6,5.3,14.4,20.1,0,0
Detroit Pistons,2016,44,38,26,15,18,23,6,5,21,20,102,106.1,105.5,95.1,0.439,0.345,0.668,12.5,33.9,19.4,7,3.7,13.5,19,0,0
Denver Nuggets,2006,44,38,26,15,18,23,12,8,22,20,100.3,105.5,105.2,93.9,0.461,0.325,0.744,11,30.3,23.4,8.5,5.6,14.8,22.7,0,0
Portland Trail Blazers,1995,44,38,26,15,18,23,4,6,27,17,103.1,109.7,105.7,93.8,0.451,0.365,0.697,16.5,29.8,22.5,8.1,5.7,14.8,24.7,0,0
Portland Trail Blazers,1996,44,38,26,15,18,23,7,11,21,12,99.3,106,103.5,92.6,0.458,0.353,0.662,14.1,31.4,21.5,7.2,5.1,16.8,22.7,0,0
Seattle SuperSonics,2001,44,38,26,15,18,23,10,4,20,18,97.3,105.6,105.6,91.6,0.456,0.399,0.732,12.2,29.5,21.9,8,5,15.3,21.1,0,0
Atlanta Hawks,1993,43,39,25,16,18,23,2,6,21,26,107.5,109.3,110.2,97.6,0.466,0.355,0.742,15.7,28.6,25.4,9.8,3.4,16.3,22,0,0
Philadelphia 76ers,2005,43,39,25,16,18,23,10,4,13,15,99.1,103.5,104.3,94.9,0.437,0.348,0.789,11.1,30.9,20.9,9.2,3.9,15.5,22.9,0,0
Houston Rockets,2011,43,39,25,16,18,23,7,8,21,11,105.9,111.3,109,94.2,0.454,0.367,0.801,11.7,31.1,23.8,7.1,4.5,13.5,20,0,0
Charlotte Bobcats,2014,43,39,25,16,18,23,8,8,18,19,96.9,103.6,103.8,92.4,0.442,0.351,0.737,9.5,33.2,21.7,6.1,5.1,12.3,18.2,0,0
Washington Wizards,2008,43,39,25,16,18,23,5,9,26,19,98.8,109.2,109.6,89.5,0.446,0.356,0.782,12.3,29.3,19.6,7.7,4.8,13.2,19.6,0,0
Atlanta Hawks,1982,42,40,24,17,18,23,7,9,20,11,101,105.1,104.6,95.1,0.474,0.219,0.768,13.8,28.9,22.1,7.4,5.9,16.4,27.7,0,0
Washington Wizards,1998,42,40,24,17,18,23,10,8,21,20,97.2,105.2,104.5,91.8,0.452,0.339,0.691,13.7,28.5,23.2,8.4,4.6,14.1,22.4,0,0
Atlanta Hawks,1995,42,40,24,17,18,23,7,7,23,18,96.6,106.6,105.2,89.8,0.447,0.341,0.724,13.5,27.7,21.4,9,5,14.9,22,0,0
New Jersey Nets,2005,42,40,24,17,18,23,7,4,19,26,91.4,101.4,103.1,89.1,0.429,0.362,0.763,10.4,29.1,21.6,7.9,3.8,14.2,24.2,0,0
Toronto Raptors,2002,42,40,24,17,18,23,13,7,16,16,91.4,102.6,103.1,88.8,0.434,0.349,0.739,13.6,28.5,21.7,8.4,5.5,14.3,21.6,0,0
Houston Rockets,2016,41,41,23,18,18,23,5,8,14,18,106.5,108.3,108.1,97.6,0.452,0.347,0.694,11.3,31.7,22.2,10,5.2,15.9,21.8,0,0
Miami Heat,2017,41,41,23,18,18,23,8,6,19,13,103.2,107.8,106.7,95.2,0.455,0.365,0.706,10.6,33,21.2,7.2,5.7,13.4,20.5,0,0
Milwaukee Bucks,2015,41,41,23,18,18,23,5,9,17,16,97.8,102.7,102.2,94.1,0.459,0.363,0.757,10.7,31.4,23.6,9.6,4.9,16.7,22.1,0,0
Denver Nuggets,1995,41,41,23,18,18,23,7,10,21,19,101.3,109.1,108.2,91.5,0.479,0.356,0.738,12.7,29.3,22.4,8,7.1,16.8,25.2,0,0
Denver Nuggets,2017,40,42,22,19,18,23,5,10,24,19,111.7,113.2,112.7,98.3,0.469,0.368,0.774,11.8,34.6,25.3,6.9,3.9,15,19.1,0,0
Dallas Mavericks,2000,40,42,22,19,18,23,6,7,18,19,101.4,106.6,107.2,94.9,0.453,0.391,0.804,11.4,29.8,22.1,7.2,5.1,13.7,21.6,0,0
Philadelphia 76ers,2008,40,42,22,19,18,23,4,8,18,20,96.6,106.4,106,90.4,0.46,0.317,0.706,13,28.9,20.4,8.7,4.9,14.3,19.8,0,0
New York Knicks,1991,39,43,21,20,18,23,5,9,18,22,103.1,107.1,107.3,95,0.485,0.332,0.77,12.8,29.7,26.5,7.8,5.1,16.8,21.5,0,0
Utah Jazz,2011,39,43,21,20,18,23,6,4,16,24,99.4,108.1,110.1,91,0.465,0.346,0.771,11,28.5,23.4,7.7,5.9,14.3,22.7,0,0
Indiana Pacers,1997,39,43,21,20,18,23,8,9,24,15,95.4,105.8,104.7,89,0.456,0.381,0.722,12.5,29.1,21.3,7.1,4.8,16.3,24.1,0,0
Detroit Pistons,2009,39,43,21,20,18,23,5,6,12,16,94.2,107.4,108,86.7,0.454,0.349,0.751,11.6,29.9,20.6,6,4.6,11.9,20.9,0,0
Denver Nuggets,2012,38,28,20,13,18,15,6,6,18,11,104.1,109.2,106.2,94.2,0.476,0.332,0.735,11.2,31.9,24,8.2,5,15.4,19.7,0,0
New York Knicks,2014,37,45,19,22,18,23,3,8,19,22,98.6,108.3,109.1,90.3,0.449,0.372,0.761,10.6,29.7,20,7.7,4.5,13,22.1,0,0
Miami Heat,2002,36,46,18,23,18,23,10,5,14,14,87.2,98.5,100.2,87.4,0.439,0.347,0.724,11,31,20.3,6.7,5.5,14.8,22.5,0,0
Utah Jazz,2008,54,28,37,4,17,24,4,3,37,14,106.2,113.8,106.5,93.2,0.497,0.372,0.759,11.5,29.4,26.4,8.7,4.3,14.6,24,0,0
Phoenix Suns,1992,53,29,36,5,17,24,4,7,29,10,112.1,112.1,106.2,99.4,0.492,0.381,0.776,13.3,31.2,26.9,8.2,7.1,15.1,22.6,0,0
New York Knicks,1989,52,30,35,6,17,24,8,7,27,13,116.7,111.1,107.5,104.4,0.486,0.337,0.752,16.1,27.6,25.4,11,5.4,19.2,25,0,0
Utah Jazz,1989,51,31,34,7,17,24,6,7,36,15,104.7,106.6,101.5,98,0.482,0.3,0.77,12.8,31.8,25.7,8.8,7.1,18.7,23.1,0,0
Boston Celtics,1992,51,31,34,7,17,24,7,2,30,15,106.6,110.8,107,95.8,0.492,0.306,0.808,13.4,31.5,25.3,7.8,5.9,14.2,20.6,0,0
Dallas Mavericks,2008,51,31,34,7,17,24,5,6,29,11,100.4,111.1,106.1,90.2,0.464,0.352,0.814,10.8,32.2,21,6,4.9,12.6,21.8,0,0
